PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
25742;AVENIDA XINGU;307;83255000;BALNEARIO IPANEMA;PONTAL DO PARANA;-25,6734145;-48,5107532
25724;RUA ARTUR FERRARI;463;86200000;LAS VEGAS;IBIPORA;-23,2583904;-51,0457698
25748;LOTEAMENTO RUA TITU NUNES DE OLIVEIRA;102;95630000;HENNEMAN;PAROBE;-29,6247579;-50,8316868
25579;RUA FONSECA LOBO;333;60175020;ALDEOTA;FORTALEZA;-3,7413162;-38,4902314
25508;RUA SILVA JARDIM;12;38190000;BELA VISTA I;SACRAMENTO;-19,8650272;-47,4437428
25484;RUA SERVIDAO AIRTON DA SILVA;64;88132760;BELA VISTA;PALHOCA;-27,6580458;-48,6954248
25451;AVENIDA AROEIRA;325;76350000;CENTRO;RUBIATABA;-15,163825;-49,8031173
25460;RUA DIOGENS P SAMPAIO;173;44700000;CATUABA;JACOBINA;-11,1816506;-40,5120603
25497;AVENIDA JOSE LOUREIRO DE SENA;2524;68909125;JARDIM FELICIDADE;MACAPA;0,0961112;-51,0558923
25447;RUA CHAFARIS DE PEDRA;124;08341120;PARQUE BOA ESPERANCA;SAO PAULO;-23,603156;-46,4534616
25432;RUA EXPEDICIONARIOS BRASILEIROS;662;19600000;VILA GUACU;RANCHARIA;-22,2325759;-50,8920087
27190;RUA ANCHIETA;328;30720370;PADRE EUSTAQUIO;BELO HORIZONTE;-19,9195419;-43,9808599
25430;RUA EMIDIO CORREA;408;96230000;BRASILIANO;SANTA VITORIA DO PALMAR;-33,5215632;-53,3664818
25440;PASSAGEM SAO JORGE;25;66075310;GUAMA;BELEM;-1,402543;-48,4601313
5812;RUA URUGUAI;255;98947971;CENTRO;PORTO MAUA;-27,5726349;-54,6702101
25488;RUA RIO GRANDE DO SUL;598;86960000;CENTRO;BARBOSA FERRAZ;-24,0277156;-52,0130979
25515;RUA JAIR DE MELLO VIANA;161;04815090;INTERLAGOS;SAO PAULO;-23,7068435;-46,6914733
25573;RUA TUIUTI;745;85811040;CLAUDETE;CASCAVEL;-24,9427202;-53,4677374
25566;RUA QUATRO;8;13279013;VALE VERDE;VALINHOS;-22,9814415;-46,9828002
25568;RUA HUNGRIA;888;01455000;JARDIM EUROPA;SAO PAULO;-23,5796037;-46,6933396
25577;RUA LUIZ BANHI;;13279050;VALE VERDE;VALINHOS;-23,0152201;-47,0291229
25591;AVENIDA DOS FLAMBOYANTS;SN;74855340;PARQUE DAS LARANJEIRAS;GOIANIA;-16,7265779;-49,2265166
27183;RUA UNIFLOR;286;83260000;CAIOBA;MATINHOS;-25,8432736;-48,5405558
27170;RUA AMERICO MACEDO;409;30441078;GUTIERREZ;BELO HORIZONTE;-19,9375297;-43,9571766
27162;RUA ASSIS BRASIL;35;95700028;CENTRO;BENTO GONCALVES;-29,164153;-51,5172961
25582;CONDOMINIO VIVENDAS NOVA PETROPOLIS;;73007998;SOBRADINHO;BRASILIA;-15,801519;-47,860297
27357;TRECHO PADRE EUTIQUIO;77;66033210;VILA;BELEM;-1,4520049;-48,5020843
5913;AVENIDA BRIGADEIRO SOUTO;428B;59140590;BOA ESPERANCA;PARNAMIRIM;-5,9271285;-35,2619279
27359;RUA RAIMUNDO ALVES DA SILVA;74;58400042;CENTRO;CAMPINA GRANDE;-7,2146376;-35,8848624
26005;RUA BERTA MORENA;80;04409000;AMERICANOPOLIS;SAO PAULO;-23,6766615;-46,6560303
27361;RUA PROFESSOR NEY MARQUES;98;87020300;JARDIM UNIVERSITARIO;MARINGA;-23,4078621;-51,9411472
26003;AVENIDA CONEGO PERES;1465;95320000;CENTRO;NOVA PRATA;-28,7911311;-51,6114878
27310;TRAVESSA SEGUNDA VALENCA;14;42700000;VILA MAR;LAURO DE FREITAS;-12,8820575;-38,3148204
25564;RUA URBINO DE AGUIAR;262;40290100;ACUPE DE BROTAS;SALVADOR;-12,9878828;-38,4948744
27321;AVENIDA TANCREDO NEVES;707;87704310;JARDIM PAULISTA;PARANAVAI;-23,0854539;-52,475942
27325;RUA IPANEMA;380;09607100;JARDIM HOLLYWOOD;SAO BERNARDO DO CAMPO;-23,6727215;-46,562462
27317;RUA ERNESTO BISCARDI;1536;81312120;CIDADE INDUSTRIAL;CURITIBA;-25,5065271;-49,3122267
27308;RUA BAR SANTA EULALIA;126;08210040;REAL PARQUE;SAO PAULO;-23,6067193;-46,7069038
27172;AVENIDA PRESIDENTE KENNEDY;3330;60355425;ALDEOTA;FORTALEZA;-3,7043863;-38,5791784
25551;AVENIDA ZIL BRASIL;500;19260000;JARDIM FLORA;MIRANTE DO PARANAPANEMA;-22,2871844;-51,9065023
27180;AVENIDA ROGACIANO LEITE;250;60810786;AGUA FRIA;FORTALEZA;-3,7599524;-38,4924979
27218;RUA DOM PEDRO I;20;80620010;AGUA VERDE;CURITIBA;-25,4571713;-49,2883003
27227;RUA ALMIRANTE ALEXANDRINO;1566;20241263;SANTA TERESA;RIO DE JANEIRO;-22,9255576;-43,1907559
25525;RUA AMERICO BONETTO;204;13274590;COLINA DOS PINHEIROS;VALINHOS;-22,9707073;-46,9737049
27232;AVENIDA BARAO DE ITAPEMA;217;13250020;CENTRO;ITATIBA;-23,0072522;-46,8344146
25518;RUA ALEXANDRE FLEMING;1847;79006570;VILA BANDEIRANTE;CAMPO GRANDE;-20,4864656;-54,6439322
5887;RUA DOS LIRIOS;27;15086893;CONJUNTO HABITACIONAL SAO BENTO;SAO JOSE DO RIO PRETO;-20,8071537;-49,3726079
25538;RUA PADRE SILVESTRE;50;57160000;ZONA RURAL;MARECHAL DEODORO;-9,7094856;-35,8236187
25561;RUA MOACIR SALLES D AVILA;976;06288020;VILA MENK;OSASCO;-23,5008765;-46,761705
25558;RUA HENRIQUE PAES DE ALMEIDA;241;89533000;CENTRO;SAO CRISTOVAO DO SUL;-27,2644395;-50,4421412
25545;RUA 16;SN;75400000;JARDIM SOLAR PARK;INHUMAS;-16,3598085;-49,5021364
25765;RODOVIA SP 250;;18320000;TAQUARUSSU;APIAI;-24,5153072;-48,8474063
25905;RUA FRANCISCO BRAGA DE ANDRADE;100;37550000;NOSSA SENHORA DO GUADALUPE;POUSO ALEGRE;-22,2341204;-45,9332569
25907;RUA PROCOPIO FERREIRA;96;36773458;HORTO FLORESTAL;CATAGUASES;-21,3876834;-42,6987635
25912;TRAVESSA TIMBO;936;66083048;PEDREIRA;BELEM;-1,4298374;-48,4749248
25916;AVENIDA FIRMINO DIAS;SN;29580970;CENTRO;DORES DO RIO PRETO;-20,7051388;-41,853647
27087;AVENIDA SETE DE SETEMBRO;2124;88900013;CENTRO;ARARANGUA;-28,9327905;-49,4833494
25893;RUA CECILIA MEIRELES;787;47850000;AROLDO CRUZ;LUIS EDUARDO MAGALHAES;-12,0904542;-45,7805375
25788;RODOVIA AMARO ANTONIO VIEIRA;2463;88034102;ITACORUBI;FLORIANOPOLIS;-27,585774;-48,497128
25779;RUA AVOEIRAS;298;69042140;ALVORADA;MANAUS;-3,1190275;-60,0217314
27084;RUA C;1;40301155;PITUBA;SALVADOR;-12,846665;-38,4633666
25786;RUA MELANIAS BARBOSA;34;79006190;VILA TAQUARUSSU;CAMPO GRANDE;-20,4803301;-54,6371154
25805;RUA JOAO PESSOA;1739;89036003;VELHA;BLUMENAU;-26,9187477;-49,0901826
25808;RUA GUSTAVE DORE;143;05790290;JARDIM IRACEMA;SAO PAULO;-23,6391526;-46,7832511
25772;LOCALIDADE DE LINHA PROGRESSO;SN;85892000;CENTRO;SANTA HELENA;-24,8569233;-54,3334256
25801;RUA SAFIRA;455;01532010;ACLIMACAO;SAO PAULO;-23,5741151;-46,6349436
27080;CONDOMINIO CHACARA;19B;71828012;RIACHO FUNDO I;BRASILIA;-15,8466379;-48,0680319
25851;RUA ARARITAGUABA;610;18540000;CENTRO;PORTO FELIZ;-23,2178158;-47,5314559
27785;RUA CENTRO COMERCIAL;;70640543;CRUZEIRO VELHO;BRASILIA;-15,79549;-47,8926766
27783;RUA CLEMENTE FALCAO;57;08320330;PARQUE SAO RAFAEL;SAO PAULO;-23,6264873;-46,4711902
27736;RUA 18 DE AGOSTO;170;40296130;CANDEAL;SALVADOR;-12,9954296;-38,4808451
27710;RUA OTACILIO MARTINHO RIBEIRO;140;18475000;CDHU;BOM SUCESSO DE ITARARE;-24,3189285;-49,1442631
27706;RUA PRESIDENTE CAMPOS SALLES;537;08770210;VILA INDUSTRIAL;MOGI DAS CRUZES;-23,5222642;-46,2015539
27725;RUA GUARAPA;12A;08235570;PARQUE GUARANI;SAO PAULO;-23,5216103;-46,4631629
27781;LOCALIDADE ROD CIA AEROPORTO;SN;40301155;SAO CRISTOVAO;SALVADOR;-12,9116179;-38,3497623
27744;RUA ALFREDO BERNARDO LEITE;676;09670000;VILA SANTA LUZIA;SAO BERNARDO DO CAMPO;-23,6626246;-46,6050147
27770;AVENIDA NOSSA SENHORA APARECIDA;1332;80310100;SEMINARIO;CURITIBA;-25,4475467;-49,3107791
27778;TRAVESSA ANTONIO PEIXOTO;38;29146730;VERA CRUZ;CARIACICA;-20,2660457;-40,4218121
27766;RUA JOSE MUSEGANTE;709;15084250;JARDIM URANO;SAO JOSE DO RIO PRETO;-20,8351118;-49,3778165
27753;RUA EUGENIO FONTAINHA;195A;36051000;MANOEL HONORIO;JUIZ DE FORA;-21,7402473;-43,3473243
27749;RUA CARLOS PALUT;592;22710310;TAQUARA;RIO DE JANEIRO;-22,9332402;-43,3665595
27761;RUA PERU;262;97544400;VERA CRUZ;ALEGRETE;-29,7920996;-55,8079406
27740;AVENIDA DOM LUIS;500;60160230;ALDEOTA;FORTALEZA;-3,7338948;-38,4968136
27682;RUA BARAO ARARUNA;898;68628300;PROMISSAO II;PARAGOMINAS;-2,9822763;-47,3478226
27367;RUA BARAO DO RIO BRANCO;8;41350150;NOVA BRASILIA;SALVADOR;-12,9229822;-38,4152867
27365;RUA DOS ANDRADAS;42;97573000;CENTRO;SANTANA DO LIVRAMENTO;-30,8947058;-55,5358672
27380;RUA LAMBARI;109;37470000;SANTA MONICA;SAO LOURENCO;-22,1285315;-45,0599743
27370;AVENIDA OLINTO DEMARCHI;260;09660006;JARDIM BORBOREMA;SAO BERNARDO DO CAMPO;-23,654909;-46,595668
5916;RUA ITABERABA;1279;89900000;CENTRO;SAO MIGUEL DO OESTE;-26,7335346;-53,5223222
27363;RUA FREDERICO MAURER;3390;81670020;BOQUEIRAO;CURITIBA;-25,498968;-49,241396
27400;RUA MARCIO BAPTISTA;104;41770015;STIEP;SALVADOR;-12,9815697;-38,4481891
27397;RUA MARIA FRANCISCA PEREIRA;50;17064430;PARQUE ROOSEVELT;BAURU;-22,3008094;-49,0942451
27382;AVENIDA MONTEIRO DA FRANCA;885;58038000;MANAIRA;JOAO PESSOA;-7,1060258;-34,8345946
27395;RUA CAMELIAS;65;31910485;NOVA SUISSA;BELO HORIZONTE;-19,9326453;-43,9739278
27386;AVENIDA DOUTOR LUIZ TEIXEIRA MENDES;952;87015000;ZONA 5;MARINGA;-23,4316824;-51,9532526
28281;ESTM BIRIGUI AO BAIRRO CAXIMBA;;16200970;BAIXOTES;BIRIGUI;-21,2915055;-50,3436312
28226;SITIO RIBEIRO GRANDE A;SN;18950000;ZONA RURAL;IPAUSSU;-23,0552782;-49,623678
28232;SITIO MONTE AZUL;SN;16640000;DUAS PONTES;BALBINOS;-21,8967699;-49,3623695
28238;SITIO SAO FRANCISCO;SN;13720000;ZONA RURAL;SAO JOSE DO RIO PARDO;-21,5957703;-46,8877455
28224;SITIO SANTO ANTONIO;SN;18650000;ZONA RURAL;SAO MANUEL;-22,7324847;-48,5724499
28215;FAZENDA SAO JOAO;SN;15885000;SAO JOAO;NOVAIS;-20,9961946;-48,9183822
28212;FAZENDA JACUTINGA;SN;14680000;RURAL;JARDINOPOLIS;-21,0277616;-47,7772049
28217;SITIO SANTA LUZIA;SN;16270000;CAXIMBA;GLICERIO;-21,3473014;-50,2038438
28221;CHACARA SAO FRANCISCO;SN;18230000;POCINHO;SAO MIGUEL ARCANJO;-23,8786864;-47,9940081
28230;SITIO SAO JOSE;SN;15910000;MESSIAS;MONTE ALTO;-21,2654139;-48,4976456
28244;SITIO SAO BENEDITO;SN;19880000;AGUA DO FOGO;CANDIDO MOTA;-22,7466667;-50,3880476
28261;SITIO ESTRELA DO SUL II;SN;19930000;AGUA DO MATAO;RIBEIRAO DO SUL;-22,7849852;-49,9312702
28270;SITIO SANTO ANTONIO;SN;14740000;BANHARAO;VIRADOURO;-20,8723727;-48,2971044
28273;ESTRADA MUNICIPAL SUMARE A TAQUARA BRANCA;SN;13170036;TAQUARA BRANCA;SUMARE;-22,8209029;-47,2732726
27384;RUA PROFESSOR HELION POVOA;11;20510190;TIJUCA;RIO DE JANEIRO;-22,9359652;-43,2379863
27392;RUA ADOLFO CASSOLI;25;29215400;MUQUICABA;GUARAPARI;-20,6741197;-40,4997382
27685;RUA ESPIRITO SANTO;295;01526020;ACLIMACAO;SAO PAULO;-23,5678348;-46,6300231
27673;RUA 7 DE SETEMBRO;1206;77610000;CENTRO;NOVO ACORDO;-9,9703238;-47,6695932
28248;SITIO SANTO ANTONIO;SN;16340000;VOLTA GRANDE;LUIZIANIA;-21,6709647;-50,3688312
27428;LOCALIDADE VILA DE JAUA;SN;42805200;ABRANTES CAMACARI;CAMACARI;-12,6971776;-38,3331983
28246;SITIO SANTA CLARA;SN;14790000;ZONA RURAL;GUAIRA;-20,3253713;-48,310855
27407;RUA 2;SN;29168004;ANDRE CARLONI;SERRA;-20,1223327;-40,2009099
28253;SITIO BOA VISTA;SN;18240000;BAIRRO BOA VISTA;ANGATUBA;-23,4948382;-48,4137924
28257;FAZENDA SANTA CRUZ;SN;14707030;RURAL;BEBEDOURO;-20,949552;-48,4795365
28264;ESTRADA CHACARA SANTO ANTONIO;SN;16200970;BAIXOTE;BIRIGUI;-21,2915055;-50,3436312
28210;FAZENDA VILA RICA;SN;14780970;IBITU;BARRETOS;-20,5536189;-48,570285
28204;FAZENDA SAO JOAO GLEBA II;SN;14580000;RURAL;GUARA;-20,4313642;-47,827858
27413;RUA URARICOERA;264;31130580;RENASCENCA;BELO HORIZONTE;-19,8918366;-43,9379391
23053;RUA PAULO GONCALVES REZENDE;740;87703200;PARQUE MORUMBI;PARANAVAI;-23,0821226;-52,4622155
27410;RUA 7 DE SETEMBRO;69;78285000;JARDIM POPULAR;SAO JOSE DOS QUATRO MARCOS;-15,6237086;-58,1798706
27575;RUA MADRE DE DEUS;646;03119000;MOOCA;SAO PAULO;-23,56235;-46,5966139
27454;AVENIDA CAMPOS SALES;1437;13465590;JARDIM GIRASSOL;AMERICANA;-22,7452789;-47,3470134
27438;RUA GONCALVES CRESPO;16;20270320;TIJUCA;RIO DE JANEIRO;-22,9167878;-43,2190041
27436;RUA RUI BARBOSA;55;17360000;CENTRO;TORRINHA;-22,428897;-48,1641632
27440;RUA MONACO;120;03413030;JARDIM TEXTIL;SAO PAULO;-23,5545651;-46,5474984
27443;RUA WENCESLAU TEIXEIRA ALVES;567;82920310;CAJURU;CURITIBA;-25,4483822;-49,2029932
27430;AVENIDA GUILHERME DE ALMEIDA;580;22790100;RECREIO;RIO DE JANEIRO;-23,0172787;-43,4550131
27560;RUA 15 DE NOVEMBRO;395;79240000;VIL CORONEL CAMISAO;JARDIM;-21,482069;-56,1530024
23047;RUA GERINO PORTO;SN;68997000;CENTRO;PORTO GRANDE;0,7043865;-51,409554
27473;RUA CORONEL OTAVIO MEYER;160;37550000;CENTRO;POUSO ALEGRE;-22,2292459;-45,938769
27519;RUA SAO LEOPOLDO;480;03055000;;SAO PAULO;-23,5422124;-46,5990732
28283;FAZENDA BARBOSA;SN;12500970;RIO ACIMA;GUARATINGUETA;-22,8080266;-45,1942201
28290;SITIO PARAISO;SN;19030090;AEROPORTO;PRESIDENTE PRUDENTE;-22,121126;-51,393006
28285;FAZENDA TRES CORACOES;SN;14940000;DISTRITO DE CAMBARATIBA;IBITINGA;-21,7567077;-48,8323618
28377;SITIO SANTA EULALIA;SN;15420000;GLORIA;GUARACI;-20,4991429;-48,9455205
27434;RUA REPUBLICA;2657;92310530;HARMONIA;CANOAS;-29,9095675;-51,1998515
28372;CHACARA BELLA VISTA;SN;17800000;ESTRADA SEIS;ADAMANTINA;-21,6824831;-51,0741711
28388;SITIO DOIS IRMAOS;SN;17830000;ESTRADA 14;FLORIDA PAULISTA;-21,6131815;-51,1729216
28386;AVENIDA MUNICIPAL;SN;79610200;DISTRITO INDUSTRIAL;TRES LAGOAS;-20,7881689;-51,7030483
28380;ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO;SN;16880000;CAMPO DE AVIACAO;VALPARAISO;-21,2294354;-50,8593077
27426;RUA ANTAO DE MOURA;252;11330100;PARQUE BITARU;SAO VICENTE;-23,9692657;-46,3936705
28382;SITIO SAO PAULO;;14300000;ZONA RURAL;BATATAIS;-20,891631;-47,5856464
23043;RUA OSCAR BESSA;188;62370000;CIDADE NOVA;SAO BENEDITO;-4,0449071;-40,8651372
5945;RUA QUATROCENTOS E SETENTA E SETE NUCLEO IVO FERRONAT;2970;96413518;INDUSTRIAL I;BAGE;-31,3301424;-54,1004622
27417;RUA PONTE NOVA;131;30110071;COLEGIO BATISTA;BELO HORIZONTE;-19,9078728;-43,9399345
27415;RUA CORONEL NIEDERAUER;1477;97015123;CENTRO;SANTA MARIA;-29,687999;-53,8108866
23045;RUA JOSE DIOMEDES DANTAS;141;58600000;SAO SEBASTIAO;SANTA LUZIA;-6,8717978;-36,9213101
27420;RUA CIRO MONTEIRO;SN;09230290;CAMILOPOLIS;SANTO ANDRE;-23,6155792;-46,523933
27422;ALAMEDA DO TISIO;41;11250000;JARDIM RIO DA GRANJA MANGUE SECO;BERTIOGA;-23,8323034;-46,1218268
23050;RUA 5;14;77365000;CENTRO;PALMEIROPOLIS;-13,042426;-48,4073439
28208;RUA PARANA;407;15275000;ZONA RURAL;MONCOES;-20,8510191;-50,0920681
27424;RUA DUQUE DE CAXIAS;489;96200020;CENTRO;RIO GRANDE;-32,0378681;-52,0977356
27532;RUA CAMPOS SALES;874;35040090;SANTA RITA;GOVERNADOR VALADARES;-18,8997195;-41,981941
27690;RUA BENJAMIN CONSTANT;460;79130000;CENTRO;RIO BRILHANTE;-21,8071621;-54,54509
27680;RUA ARNALDO GONZAGA;190;39270000;NOVA PIRAPORA;PIRAPORA;-17,3410901;-44,9216611
27703;RUA PIAUI;778;30150320;FUNCIONARIOS;BELO HORIZONTE;-19,9282715;-43,9260726
27678;RUA SETE DE SETEMBRO;1213;89010203;CENTRO;BLUMENAU;-26,9207;-49,0699168
27671;RUA FREI SAMUEL;10;39960000;NOVA ESPERANCA;JEQUITINHONHA;-16,4379493;-41,012097
27580;RUA HENRY GORCEIX;203A;35400000;CENTRO;OURO PRETO;-20,3855743;-43,5035777
27693;RUA SERGIO FERNANDES PEREIRA;72;88704501;HUMAITA;TUBARAO;-28,4673317;-49,0074515
27687;ALAMEDA JOAO ROCHA BARBALHO;;75690000;ESTANCIA DOS BURITIS;CALDAS NOVAS;-17,7378729;-48,6165878
27665;RUA ITAMATAI;17;05715020;VILA ANDRADE;SAO PAULO;-23,6297079;-46,7316038
27622;RUA JOSE BONIFACIO;5;04334005;JARDIM LOURDES;SAO PAULO;-23,5488467;-46,6344085
27599;RUA NILO;239;30881480;SAO SALVADOR;BELO HORIZONTE;-19,8925419;-44,0121533
27595;RODOVIA AUGUSTO MONTENEGRO;SN;66820000;NOVA MARAMBAIA;BELEM;-1,3963121;-48,4347849
27586;RUA QUINTINO BOCAIUVA;444;99701418;ESPERANCA;ERECHIM;-27,6271453;-52,2630268
27589;RUA JOHANES KARL KLEMM;143;96835250;SANTO ANTONIO;SANTA CRUZ DO SUL;-29,74664;-52,4196703
27604;AVENIDA RUA SAO JOAO;1147;15400000;CENTRO;OLIMPIA;-20,7452822;-48,9127472
27662;;;;;;-23,2084702;-46,8614876
27656;QUADRA 206;21;72610600;RECANTO DAS EMAS;BRASILIA;-15,801519;-47,860297
27609;AVENIDA DA INTEGRACAO;1993;59065780;CANDELARIA;NATAL;-5,7944785;-35,2109531
27613;QUADRA 612 SUL ALAMEDA 8;53;77022092;PLANO DIRETOR SUL;PALMAS;-10,2224983;-48,3141652
27824;RUA RAGUNA CABRAL;350;01550010;CAMBUCI;SAO PAULO;-23,5738598;-46,6162396
28432;RODOVIA ARARAQUARA JAU;;14930000;ZONA RURAL;BOA ESPERANCA DO SUL;-21,997607;-48,3902551
28423;RODOVIA PIRACICABA A ANHEMBI;SN;13400970;SAO SEBASTIAO;PIRACICABA;-22,7342864;-47,6480644
28437;ESTANCIA SANTA LUZIA;SN;15220000;GUAJUVIRA;MENDONCA;-21,1753067;-49,5685307
27822;RUA VICENZA;72;02244080;VILA DOM PEDRO II;SAO PAULO;-23,4884871;-46,6036931
27827;RUA SALDANHA MARINHO;2177;85010290;CENTRO;GUARAPUAVA;-25,3908413;-51,4740981
28443;SITIO BAIRRO DAS FORQUILHAS;SN;18300999;DAS FORQUILHAS;CAPAO BONITO;-24,00216;-48,3502638
27834;RUA HIRAN LEITE DE ABREU;29;08340200;JARDIM VILA CARRAO;SAO PAULO;-23,6188033;-46,4629002
27830;RUA BARAO DE PIRATININGA;238;18130270;CENTRO;SAO ROQUE;-23,5341998;-47,1388442
27818;RUA ALAMEDA CITY CAMPOS;96;38401730;MANSOES AEROPORTO;UBERLANDIA;-18,8939387;-48,2195712
28417;ESTANCIA HS;SN;17600970;AFONSO XIII;TUPA;-21,9340017;-50,5195856
27800;RUA ARMANDO SALLES DE OLIVEIRA;1542;13330555;CIDADE NOVA I;INDAIATUBA;-23,0846694;-47,2042337
28202;SITIO SERTAOZINHO V;SN;17290000;SERTAOZINHO;MACATUBA;-22,504198;-48,71221
27792;RUA DONA ZULMIRA;498;90830240;CAVALHADA;PORTO ALEGRE;-30,0956211;-51,2272425
27790;AVENIDA JOSE BONIFACIO;1171;56512000;SAO CRISTOVAO;ARCOVERDE;-8,4151017;-37,0713836
27804;AVENIDA TANCREDO DE ALMEIDA NEVES;SN;78587000;CENTRO;CARLINDA;-9,9495234;-55,8421532
27806;RUA CONDOR;59;29171445;SERRA DOURADA III;SERRA;-20,1380626;-40,257991
27832;RUA ABDON NAPY;41;58417598;PRESIDENTE MEDICI;CAMPINA GRANDE;-7,2290752;-35,8808337
27836;RUA DA ABOLICAO;77;20755170;ABOLICAO;RIO DE JANEIRO;-22,8895282;-43,2949426
27884;RUA DARIO RABELO;860;63502003;ALTO DA BONITA;IGUATU;-6,364958;-39,2994839
27881;RUA FRAIBURGO;101;50751190;BONJI;RECIFE;-8,068527;-34,9168283
27886;AVENIDA ANA GODOI DE SOUZA;3065;38408271;SEGISMUNDO PEREIRA;UBERLANDIA;-18,925974;-48,2268721
27896;CAMPO POVOADO DE ITUMIRIM;SN;46310000;RURAL;JACARACI;-14,850671;-42,4299235
27889;RUA BAHIA;62;36202286;SAO SEBASTIAO;BARBACENA;-21,2126727;-43,773148
27876;RUA BENVINDA DA CRUZ;203;34000339;ROSARIO;NOVA LIMA;-19,9824104;-43,8469238
27852;RUA MARIO AUGUSTO DE FREITAS;91;05741230;JARDIM TABOAO;SAO PAULO;-23,6109825;-46,7479522
27845;RUA ANA SOARES BARCELOS;83;07031070;VILA VENDITTI;GUARULHOS;-23,4907567;-46,5451198
5924;RODOVIA PIRANGUCU ITAJUBA;991;37511000;MELLOS II;PIRANGUCU;-22,5279257;-45,4981867
27857;RUA MARECHAL CARDOSO JUNIOR;393;81530420;JARDIM DAS AMERICAS;CURITIBA;-25,4646703;-49,2317522
27892;RUA TANCREDO DE ALMEIDA NEVES;152;89700258;CINQUENTENARIO;CONCORDIA;-27,2264119;-52,0151001
27855;RUA SAO JULIO JD PAMPULHA;311;41219070;MATA ESCURA;SALVADOR;-12,9730401;-38,502304
27914;SITIO SAO JOSE;SN;18230000;POCINHO;SAO MIGUEL ARCANJO;-23,8888022;-47,9811739
19481;RUA SOUZA NAVES;949;87702220;JARDIM SAO CRISTOVAO;PARANAVAI;-23,0751079;-52,4649687
28114;;;;;;-21,2525138;-48,3256762
22352;ESTRADA DA MAIOBA;SN;65110000;MAIOBA;SAO JOSE DE RIBAMAR;-2,5457264;-44,1968692
14503;RUA CHARLES DARWIN;257;04379072;VILA SANTA CATARINA;SAO PAULO;-23,6533472;-46,6590452
14250;RUA DOUTOR FRANCISCO RANIERI;801;01448070;LAUZANE PAULISTA;SAO PAULO;-23,4776408;-46,6455893
14099;RUA ALTINO ARANTES;723;04042033;VILA CLEMENTINO;SAO PAULO;-23,5489433;-46,6388182
22343;RUA TANIBUCA;14;04691010;VILA GEA;SAO PAULO;-23,6732642;-46,6882111
28120;AVENIDA JUQUINHA MENDONCA;73;38195000;CENTRO;CONQUISTA;-19,9323074;-47,5488754
14198;AVENIDA DOM PEDRO II;1516;13320241;CENTRO;SALTO;-23,1991303;-47,301482
28152;SITIO SANTA BARBARA;SN;19680000;AGUA DO CEDRO;JOAO RAMALHO;-22,2478133;-50,7698346
28123;RANCHO SANTA EDWIRGES;SN;12500970;CAPITUBA;GUARATINGUETA;-22,8080266;-45,1942201
28109;SITIO LAGOA;SN;18430000;BATISTAS;RIBEIRAO BRANCO;-24,2210685;-48,7640116
28082;FAZENDA PINGO DE OURO;SN;15300000;ZONA RURAL;GENERAL SALGADO;-20,6445174;-50,3637524
28077;RUA VEREADOR JOSE ALEXANDRE TRINDADE;269;79590000;CENTRO;SELVIRIA;-20,3695809;-51,4191192
28073;CHACARA SAO JOAO;SN;15895000;PALMEIRAS;CEDRAL;-20,9014217;-49,2668856
28095;SITIO ITAPUA;SN;17455000;RURAL;FERNAO;-22,3605675;-49,5221497
28098;SITIO SANTA FE;SN;15880000;PONTE ALTA;TABAPUA;-20,9637379;-49,0262903
28144;SITIO SANTA RITA;SN;18460000;AGUDINHO;ITARARE;-23,9585196;-46,329684
28198;SITIO SINAI;SN;19470000;CAMPINAL;PRESIDENTE EPITACIO;-21,7668575;-52,1096427
28191;ESTRADA MUNICIPAL TURIUBA A MONCOES;;15280000;PALMEIRAS;TURIUBA;-20,9475914;-50,1104467
28189;SITIO CACADOR;SN;19840000;AGUA DO CACADOR;MARACAI;-22,6154961;-50,6682701
28193;RODOVIA ITABERA TAQUARITUBA;;18440000;TORIBA DO SUL;ITABERA;-23,8559559;-49,1358007
28200;ESTRADA BAIRRO ENGENHO VELHO;SN;18400970;BAIRRO ENGENHO VELHO;ITAPEVA;-23,967626;-48,9009935
28195;SITIO CACHOEIRA;SN;19750000;ZONA RURAL;LUTECIA;-22,3388538;-50,39448
28186;FAZENDA SAO JOSE;SN;19804355;AGUA DO MELCHIOR;ASSIS;-22,6606373;-50,404369
28408;FAZENDA ARARIBA;SN;16500000;NOVA PROMISSAO;CAFELANDIA;-21,8031143;-49,6099581
28155;ESTANCIA PRIMAVERA;SN;14390000;RODOVIA;SANTO ANTONIO DA ALEGRIA;-21,0869282;-47,1468151
28161;SITIO SAO JUDAS TADEU;SN;13630970;MATAO;PIRASSUNUNGA;-21,9964647;-47,4261942
28404;SITIO TRES IRMAOS II;SN;15650000;CENTRO;ESTRELA D OESTE;-20,2866742;-50,400972
28159;FAZENDA RODOVIA RAPOSO TAVARES SENTIDO P PRUDENTE ASSI;SN;19600000;GARDENIA;RANCHARIA;-22,2302991;-50,8950739
28410;SITIO SANTO AGOSTINHO;11;15410000;BELA VISTA;CAJOBI;-20,8718112;-48,8196226
28412;SITIO SANTO ANTONIO;SN;17740000;AGUA LIMPA;RINOPOLIS;-21,7288743;-50,7243816
