PK_DetEmpresas;cd_natureza_juridica;de_natureza_juridica;de_situacao;de_classif_natureza_juridica;fl_optante_simples;qt_filial;tipo_empresa;fl_optante_simei;de_saude_tributaria;de_nivel_atividade;nu_ordem
15705;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
24713;2062;SOCIEDADE EMPRESARIA LIMITADA;AM;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;2
28115;4120;PRODUTOR RURAL PESSOA FISICA;;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
23668;3999;ASSOCIACAO PRIVADA;AL;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;2
27136;3085;CONDOMINIO EDILICIO;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
23051;3999;ASSOCIACAO PRIVADA;TO;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
29421;1201;FUNDO PUBLICO;GO;ATIVA;0;;PUBLICO;0;AZUL;ALTA;0
528;2135;EMPRESARIO INDIVIDUAL;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;2
31807;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RS;ATIVA;1;;PRIVADO;0;LARANJA;ALTA;1
29407;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;0
24693;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
535;3999;ASSOCIACAO PRIVADA;BA;BAIXADA;0;;PRIVADO;0;;INATIVA;0
7513;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
23651;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;PI;ATIVA;0;;PUBLICO;0;AMARELO;MEDIA;0
7071;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;1;;PRIVADO;1;VERDE;INATIVA;3
10466;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
7200;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;1;;PRIVADO;0;AZUL;ALTA;4
10571;2135;EMPRESARIO INDIVIDUAL;MT;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;3
10566;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;4
524;2135;EMPRESARIO INDIVIDUAL;ES;BAIXADA;0;;PRIVADO;0;;INATIVA;0
7174;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;0;VERDE;ALTA;2
501;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;1;;PRIVADO;0;;INATIVA;2
7120;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;3
7609;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RS;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
10332;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;1
26946;3085;CONDOMINIO EDILICIO;DF;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
510;3999;ASSOCIACAO PRIVADA;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;0
528;2135;EMPRESARIO INDIVIDUAL;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;4
6775;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;1;1;PRIVADO;0;AZUL;ALTA;0
575;3999;ASSOCIACAO PRIVADA;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;1
10157;2135;EMPRESARIO INDIVIDUAL;ES;ATIVA;0;;PRIVADO;0;AZUL;ALTA;4
736;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;BAIXADA;0;;PRIVADO;0;;INATIVA;2
7135;2135;EMPRESARIO INDIVIDUAL;MT;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
7282;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
10037;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;;PRIVADO;1;AZUL;ALTA;1
35824;2054;SOCIEDADE ANONIMA FECHADA;DF;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
7436;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;1
1690;3999;ASSOCIACAO PRIVADA;DF;BAIXADA;0;;PRIVADO;0;;INATIVA;
7486;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;1
26880;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;0
1698;2062;SOCIEDADE EMPRESARIA LIMITADA;AL;BAIXADA;0;;PRIVADO;0;;INATIVA;
7372;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;1;;PRIVADO;0;LARANJA;MEDIA;2
6003;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;1
31875;2135;EMPRESARIO INDIVIDUAL;MA;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;2
29324;1201;FUNDO PUBLICO;MA;ATIVA;0;;PUBLICO;0;VERDE;ALTA;3
35808;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;0
26859;2143;COOPERATIVA;BA;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
6014;2135;EMPRESARIO INDIVIDUAL;PE;ATIVA;1;;PRIVADO;0;AZUL;ALTA;4
6253;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;;PRIVADO;1;VERDE;ALTA;3
24091;3999;ASSOCIACAO PRIVADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;1
736;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;BAIXADA;0;;PRIVADO;0;;INATIVA;0
7499;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;1;;PRIVADO;1;VERDE;INATIVA;1
7322;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
26920;3085;CONDOMINIO EDILICIO;SC;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
10022;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
7291;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
26954;3085;CONDOMINIO EDILICIO;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
268;2135;EMPRESARIO INDIVIDUAL;SC;BAIXADA;0;;PRIVADO;0;;INATIVA;3
1745;2070;SOCIEDADE EMPRESARIA EM NOME COLETIVO;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;
501;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;1;;PRIVADO;0;;INATIVA;1
33282;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;1;;PRIVADO;1;VERMELHO;MEDIA;1
5914;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;1;;PRIVADO;0;AZUL;ALTA;4
10302;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RJ;ATIVA;1;;PRIVADO;0;AMARELO;BAIXA;0
8436;2135;EMPRESARIO INDIVIDUAL;ES;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
33239;2135;EMPRESARIO INDIVIDUAL;RO;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;0
575;3999;ASSOCIACAO PRIVADA;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;2
7505;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;1
33339;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
7505;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;3
6799;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
26994;3085;CONDOMINIO EDILICIO;RJ;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
6166;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;4
10854;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;1
29355;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;1
7505;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;4
23995;3999;ASSOCIACAO PRIVADA;PR;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
7228;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
10992;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;2
28609;2062;SOCIEDADE EMPRESARIA LIMITADA;MS;ATIVA;0;5;PRIVADO;0;VERMELHO;MEDIA;1
6547;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;4
10960;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;4
575;3999;ASSOCIACAO PRIVADA;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;3
35820;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;VERDE;MEDIA;0
6378;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
6491;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
10613;2135;EMPRESARIO INDIVIDUAL;DF;ATIVA;1;1;PRIVADO;0;AZUL;ALTA;0
23879;3999;ASSOCIACAO PRIVADA;MS;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
26760;2240;SOCIEDADE SIMPLES LIMITADA;RS;ATIVA;0;;PRIVADO;0;LARANJA;MUITO BAIXA;0
24646;2151;CONSORCIO DE SOCIEDADES;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
10613;2135;EMPRESARIO INDIVIDUAL;DF;ATIVA;1;1;PRIVADO;0;AZUL;ALTA;1
23205;3999;ASSOCIACAO PRIVADA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
5786;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;3
10590;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
35876;2127;SOCIEDADE EM CONTA DE PARTICIPACAO;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;0
23409;3220;ORGANIZACAO RELIGIOSA;SC;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
7131;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
10613;2135;EMPRESARIO INDIVIDUAL;DF;ATIVA;1;1;PRIVADO;0;AZUL;ALTA;3
35845;2151;CONSORCIO DE SOCIEDADES;CE;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
10741;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;3
5790;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
34709;2135;EMPRESARIO INDIVIDUAL;RO;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
27091;3085;CONDOMINIO EDILICIO;RS;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
23616;3999;ASSOCIACAO PRIVADA;MT;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;0
10637;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;2
10678;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
33142;2135;EMPRESARIO INDIVIDUAL;DF;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;0
7517;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;1;VERDE;ALTA;1
23059;3999;ASSOCIACAO PRIVADA;CE;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
6977;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
5786;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;4
222;2240;SOCIEDADE SIMPLES LIMITADA;BA;BAIXADA;0;;PRIVADO;0;;INATIVA;
24725;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;VERMELHO;MEDIA;1
32634;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;0
7517;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;1;VERDE;ALTA;2
6471;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
7496;2135;EMPRESARIO INDIVIDUAL;PE;BAIXADA;1;;PRIVADO;1;AMARELO;INATIVA;0
27206;3085;CONDOMINIO EDILICIO;DF;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
6507;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;1
1893;2135;EMPRESARIO INDIVIDUAL;MG;BAIXADA;1;;PRIVADO;0;;INATIVA;
9145;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;1;PRIVADO;0;AZUL;MEDIA;0
24182;3999;ASSOCIACAO PRIVADA;PR;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
27085;3085;CONDOMINIO EDILICIO;BA;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;0
7526;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
24220;3999;ASSOCIACAO PRIVADA;SC;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
28543;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;1
9161;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;0
28567;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;1
35271;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;4;PRIVADO;0;AZUL;ALTA;3
35617;2011;EMPRESA PUBLICA;MG;ATIVA;0;;PUBLICO;0;VERDE;ALTA;3
9161;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;3
26780;3034;SERVICO NOTARIAL E REGISTRAL CARTORIO;RS;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
6547;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;1
30569;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
5888;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;1
6420;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;3
30168;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;2
6664;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;;PRIVADO;0;VERDE;ALTA;1
20;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;4
6471;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
20;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;3
7513;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;3
7005;2135;EMPRESARIO INDIVIDUAL;MT;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;0
30312;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;2
9118;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
9107;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;1;PRIVADO;0;VERDE;ALTA;0
1425;3999;ASSOCIACAO PRIVADA;GO;BAIXADA;0;;PRIVADO;0;;INATIVA;
478;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;BAIXADA;1;;PRIVADO;0;;INATIVA;
372;2062;SOCIEDADE EMPRESARIA LIMITADA;MS;BAIXADA;0;;PRIVADO;0;;INATIVA;
9161;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;4
9577;2135;EMPRESARIO INDIVIDUAL;AC;ATIVA;1;;PRIVADO;1;VERDE;ALTA;2
6503;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;4
7447;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;1
7139;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;0;LARANJA;BAIXA;4
5830;2135;EMPRESARIO INDIVIDUAL;RJ;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;3
27219;3085;CONDOMINIO EDILICIO;PR;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
27909;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;1;;PRIVADO;0;LARANJA;MEDIA;0
24304;2143;COOPERATIVA;PE;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
23893;3220;ORGANIZACAO RELIGIOSA;RS;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
28162;4120;PRODUTOR RURAL PESSOA FISICA;SP;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
6786;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
6370;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
6170;2135;EMPRESARIO INDIVIDUAL;PE;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;4
33260;2135;EMPRESARIO INDIVIDUAL;GO;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
7526;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
23670;3220;ORGANIZACAO RELIGIOSA;SP;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
8487;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
35329;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RN;ATIVA;1;;PRIVADO;0;VERDE;ALTA;0
9454;2062;SOCIEDADE EMPRESARIA LIMITADA;BA;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
5834;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;1
7337;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;3
2016;4090;CANDIDATO A CARGO POLITICO ELETIVO;TO;BAIXADA;0;;PRIVADO;0;;INATIVA;
27596;4014;EMPRESA INDIVIDUAL IMOBILIARIA;PA;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;0
35397;2135;EMPRESARIO INDIVIDUAL;MS;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
32432;2240;SOCIEDADE SIMPLES LIMITADA;SP;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;0
6704;2135;EMPRESARIO INDIVIDUAL;PR;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;3
30;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;BAIXADA;0;;PRIVADO;0;;INATIVA;3
254;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;BAIXADA;0;;PRIVADO;0;;INATIVA;
9268;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
36030;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;BAIXADA;0;;PRIVADO;0;LARANJA;INATIVA;0
7096;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;1
32398;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;1;;PRIVADO;0;AZUL;INATIVA;0
5842;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;2
9355;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;1
24703;2054;SOCIEDADE ANONIMA FECHADA;MG;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
9441;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;1
22967;3220;ORGANIZACAO RELIGIOSA;SP;ATIVA;0;;PRIVADO;0;VERMELHO;BAIXA;0
6557;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
40;2135;EMPRESARIO INDIVIDUAL;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;1
32255;2240;SOCIEDADE SIMPLES LIMITADA;RJ;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;0
43;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;BAIXADA;0;;PRIVADO;0;;INATIVA;3
33094;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
23773;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;MG;ATIVA;0;;PUBLICO;0;AZUL;ALTA;0
5851;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;0
27116;3085;CONDOMINIO EDILICIO;MG;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
5848;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;2
6301;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
29324;1201;FUNDO PUBLICO;MA;ATIVA;0;;PUBLICO;0;VERDE;ALTA;0
27915;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;1;PRIVADO;0;AMARELO;MEDIA;0
5870;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;1;;PRIVADO;1;VERDE;ALTA;1
23778;3999;ASSOCIACAO PRIVADA;PA;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
27113;3085;CONDOMINIO EDILICIO;PB;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
8975;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
53;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;
7078;2135;EMPRESARIO INDIVIDUAL;MG;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;1
24688;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;0
7546;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;1
7071;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;1;;PRIVADO;1;VERDE;INATIVA;0
31335;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
7381;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
2105;2054;SOCIEDADE ANONIMA FECHADA;ES;BAIXADA;0;;PRIVADO;0;;INATIVA;
2108;2046;SOCIEDADE ANONIMA ABERTA;GO;BAIXADA;0;;PRIVADO;0;;INATIVA;
33058;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;4;PRIVADO;0;VERDE;ALTA;0
7543;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;0
7546;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;3
23596;3220;ORGANIZACAO RELIGIOSA;RN;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
35622;2054;SOCIEDADE ANONIMA FECHADA;RS;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
23793;3999;ASSOCIACAO PRIVADA;PR;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
9572;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;3;PRIVADO;0;VERDE;ALTA;0
23499;3220;ORGANIZACAO RELIGIOSA;PA;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
7526;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
5875;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;VERDE;ALTA;0
26509;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;3;PRIVADO;0;AMARELO;MEDIA;2
9133;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;2
9577;2135;EMPRESARIO INDIVIDUAL;AC;ATIVA;1;;PRIVADO;1;VERDE;ALTA;0
29213;2240;SOCIEDADE SIMPLES LIMITADA;RJ;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
23710;3220;ORGANIZACAO RELIGIOSA;RJ;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;0
5830;2135;EMPRESARIO INDIVIDUAL;RJ;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;4
189;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;BAIXADA;0;;PRIVADO;0;;INATIVA;
7550;2135;EMPRESARIO INDIVIDUAL;AP;ATIVA;1;;PRIVADO;0;AMARELO;ALTA;0
14429;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;1;;PRIVADO;0;AZUL;ALTA;2
34467;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
